country,week,covid_deaths,non_covid_deaths
Malta,5,22,89
Malta,6,20,95
Malta,7,7,96
Malta,8,8,71
Malta,9,4,100
Malta,10,6,91
Malta,11,8,75
Malta,12,9,71
Malta,13,10,70
Malta,14,21,85
Malta,15,11,66
Malta,16,15,67
Malta,17,10,77
Malta,18,11,61
Malta,19,4,68
Malta,20,4,66
Malta,21,4,48
Malta,22,2,61
Malta,23,3,74
Luxembourg,1,0,62
Luxembourg,2,0,85
Luxembourg,3,0,92
Luxembourg,4,0,86
Luxembourg,5,0,89
Luxembourg,6,0,90
Luxembourg,7,0,70
Luxembourg,8,0,85
Luxembourg,9,0,74
Luxembourg,10,0,92
Luxembourg,11,1,86
Luxembourg,12,7,80
Luxembourg,13,13,100
Luxembourg,14,15,76
Luxembourg,15,30,86
Luxembourg,16,9,79
Luxembourg,17,15,68
Luxembourg,18,8,61
Luxembourg,19,5,82
Luxembourg,20,6,74
Luxembourg,21,3,74
Luxembourg,22,0,77
Luxembourg,23,0,73
Luxembourg,24,0,70
Luxembourg,25,0,78
Luxembourg,26,0,67
Luxembourg,27,0,70
Luxembourg,28,1,72
Luxembourg,29,0,73
Luxembourg,30,1,70
Luxembourg,31,5,86
Luxembourg,32,3,90
Luxembourg,33,3,96
Luxembourg,34,1,71
Luxembourg,35,0,61
Luxembourg,36,0,86
Luxembourg,37,0,73
Luxembourg,38,0,87
Luxembourg,39,0,75
Luxembourg,40,1,81
Luxembourg,41,7,62
Luxembourg,42,1,86
Luxembourg,43,8,85
Luxembourg,44,11,87
Luxembourg,45,28,85
Luxembourg,46,39,78
Luxembourg,47,41,85
Luxembourg,48,40,94
Luxembourg,49,45,65
Luxembourg,50,47,79
Luxembourg,51,42,63
Luxembourg,52,24,93
Luxembourg,53,37,61
Luxembourg,1,32,70
Luxembourg,2,22,72
Luxembourg,3,13,76
Luxembourg,4,15,94
Luxembourg,5,13,80
Luxembourg,6,16,73
Luxembourg,7,16,76
Luxembourg,8,15,72
Luxembourg,9,15,71
Luxembourg,10,29,85
Luxembourg,11,33,83
Luxembourg,12,24,54
Luxembourg,13,12,65
Luxembourg,14,13,76
Luxembourg,15,22,51
Luxembourg,16,5,77
Luxembourg,17,6,87
Luxembourg,18,5,74
Luxembourg,19,5,58
Luxembourg,20,4,81
Luxembourg,21,4,64
Luxembourg,22,4,60
Luxembourg,23,0,80
Luxembourg,24,0,85
Luxembourg,25,0,69
Luxembourg,26,0,87
Luxembourg,27,1,77
Luxembourg,28,1,84
Luxembourg,29,1,66
Luxembourg,30,1,63
Luxembourg,31,2,73
Luxembourg,32,4,71
Luxembourg,33,2,61
Luxembourg,34,0,72
Luxembourg,35,0,84
Luxembourg,36,4,88
Luxembourg,37,0,72
Luxembourg,38,1,68
Luxembourg,39,0,90
Luxembourg,40,1,94
Luxembourg,41,3,64
Luxembourg,42,3,76
Luxembourg,43,1,112
Luxembourg,44,6,96
Luxembourg,45,6,95
Luxembourg,46,7,82
Luxembourg,47,4,96
Luxembourg,48,14,91
Luxembourg,49,10,80
Luxembourg,50,8,81
Luxembourg,51,9,100
Luxembourg,52,8,91
Luxembourg,1,7,91
Luxembourg,2,12,77
Luxembourg,3,9,75
Luxembourg,4,5,89
Luxembourg,5,10,86
Luxembourg,6,11,85
Luxembourg,7,14,83
Luxembourg,8,5,104
Luxembourg,9,8,84
Luxembourg,10,8,82
Luxembourg,11,6,78
Luxembourg,12,15,68
Luxembourg,13,12,77
Luxembourg,14,8,84
Luxembourg,15,9,75
Luxembourg,16,4,94
Luxembourg,17,6,84
Luxembourg,18,4,70
Luxembourg,19,5,75
Luxembourg,20,2,76
Luxembourg,21,2,61
Luxembourg,22,2,94
Lithuania,1,0,812
Lithuania,2,0,803
Lithuania,3,0,787
Lithuania,4,0,786
Lithuania,5,0,762
Lithuania,6,0,764
Lithuania,7,0,809
Lithuania,8,0,707
Lithuania,9,0,807
Lithuania,10,0,773
Lithuania,11,0,773
Lithuania,12,0,804
Lithuania,13,4,812
Lithuania,14,4,771
Lithuania,15,6,797
Lithuania,16,9,775
Lithuania,17,8,778
Lithuania,18,2,767
Lithuania,19,3,714
Lithuania,20,7,726
Lithuania,21,5,710
Lithuania,22,6,739
Lithuania,23,2,733
Lithuania,24,3,817
Lithuania,25,1,759
Lithuania,26,1,810
Lithuania,27,1,688
Lithuania,28,0,703
Lithuania,29,1,763
Lithuania,30,0,757
Lithuania,31,0,723
Lithuania,32,1,725
Lithuania,33,0,746
Lithuania,34,3,760
Lithuania,35,2,719
Lithuania,36,0,673
Lithuania,37,2,727
Lithuania,38,0,721
Lithuania,39,5,779
Lithuania,40,5,739
Lithuania,41,8,777
Lithuania,42,11,825
Lithuania,43,22,823
Lithuania,44,33,820
Lithuania,45,49,828
Lithuania,46,91,861
Lithuania,47,144,955
Lithuania,48,153,956
Lithuania,49,196,1042
Lithuania,50,252,968
Lithuania,51,256,1115
Lithuania,52,321,1074
Lithuania,53,326,1017
Lithuania,1,269,931
Lithuania,2,248,947
Lithuania,3,206,889
Lithuania,4,156,933
Lithuania,5,133,841
Lithuania,6,125,859
Lithuania,7,101,832
Lithuania,8,77,707
Lithuania,9,73,800
Lithuania,10,71,827
Lithuania,11,78,747
Lithuania,12,72,760
Lithuania,13,60,711
Lithuania,14,83,813
Lithuania,15,71,771
Lithuania,16,92,778
Lithuania,17,97,726
Lithuania,18,84,797
Lithuania,19,70,796
Lithuania,20,85,752
Lithuania,21,72,745
Lithuania,22,45,787
Lithuania,23,32,784
Lithuania,24,26,778
Lithuania,25,14,903
Lithuania,26,8,679
Lithuania,27,7,818
Lithuania,28,6,877
Lithuania,29,2,698
Lithuania,30,6,746
Lithuania,31,10,712
Lithuania,32,24,764
Lithuania,33,37,767
Lithuania,34,54,735
Lithuania,35,73,698
Lithuania,36,79,787
Lithuania,37,105,811
Lithuania,38,122,851
Lithuania,39,157,857
Lithuania,40,167,842
Lithuania,41,205,876
Lithuania,42,193,894
Lithuania,43,250,860
Lithuania,44,240,809
Lithuania,45,204,828
Lithuania,46,209,764
Lithuania,47,168,825
Lithuania,48,152,812
Lithuania,49,129,836
Lithuania,50,145,853
Lithuania,51,167,908
Lithuania,52,130,853
Lithuania,1,120,836
Lithuania,2,113,828
Lithuania,3,100,872
Lithuania,4,104,813
Lithuania,5,122,764
Lithuania,6,131,905
Lithuania,7,132,849
Lithuania,8,161,786
Lithuania,9,120,771
Lithuania,10,106,791
Lithuania,11,96,795
Lithuania,12,103,784
Lithuania,13,76,764
Lithuania,14,56,758
Lithuania,15,51,741
Lithuania,16,47,837
Lithuania,17,33,769
Lithuania,18,20,751
Lithuania,19,9,708
Lithuania,20,4,733
Lithuania,21,10,723
Lithuania,22,5,623
Lithuania,23,4,753
Latvia,1,0,603
Latvia,2,0,591
Latvia,3,0,537
Latvia,4,0,555
Latvia,5,0,560
Latvia,6,0,534
Latvia,7,0,545
Latvia,8,0,543
Latvia,9,0,523
Latvia,10,0,507
Latvia,11,0,549
Latvia,12,0,546
Latvia,13,0,532
Latvia,14,1,570
Latvia,15,4,563
Latvia,16,0,514
Latvia,17,7,547
Latvia,18,4,518
Latvia,19,2,451
Latvia,20,1,586
Latvia,21,3,535
Latvia,22,2,504
Latvia,23,1,504
Latvia,24,3,520
Latvia,25,2,512
Latvia,26,0,560
Latvia,27,0,516
Latvia,28,0,472
Latvia,29,1,525
Latvia,30,0,494
Latvia,31,1,492
Latvia,32,0,501
Latvia,33,0,524
Latvia,34,1,529
Latvia,35,1,472
Latvia,36,1,480
Latvia,37,0,481
Latvia,38,1,486
Latvia,39,0,536
Latvia,40,2,541
Latvia,41,2,506
Latvia,42,4,553
Latvia,43,12,563
Latvia,44,18,541
Latvia,45,25,533
Latvia,46,24,548
Latvia,47,30,570
Latvia,48,44,574
Latvia,49,65,604
Latvia,50,87,624
Latvia,51,90,640
Latvia,52,120,700
Latvia,53,121,622
Latvia,1,169,671
Latvia,2,129,696
Latvia,3,133,662
Latvia,4,84,707
Latvia,5,144,621
Latvia,6,112,597
Latvia,7,91,591
Latvia,8,76,592
Latvia,9,77,526
Latvia,10,72,538
Latvia,11,59,572
Latvia,12,52,534
Latvia,13,53,558
Latvia,14,55,503
Latvia,15,67,529
Latvia,16,49,554
Latvia,17,42,588
Latvia,18,68,541
Latvia,19,54,603
Latvia,20,60,549
Latvia,21,44,528
Latvia,22,43,527
Latvia,23,43,597
Latvia,24,40,486
Latvia,25,7,707
Latvia,26,25,593
Latvia,27,8,581
Latvia,28,7,625
Latvia,29,7,506
Latvia,30,6,546
Latvia,31,3,549
Latvia,32,2,494
Latvia,33,8,545
Latvia,34,4,499
Latvia,35,12,523
Latvia,36,24,581
Latvia,37,31,530
Latvia,38,44,580
Latvia,39,57,597
Latvia,40,60,605
Latvia,41,89,690
Latvia,42,138,787
Latvia,43,225,696
Latvia,44,246,681
Latvia,45,263,632
Latvia,46,188,652
Latvia,47,196,530
Latvia,48,121,561
Latvia,49,108,589
Latvia,50,69,586
Latvia,51,59,610
Latvia,52,76,627
Latvia,1,79,605
Latvia,2,72,608
Latvia,3,65,587
Latvia,4,73,516
Latvia,5,83,586
Latvia,6,73,603
Latvia,7,84,642
Latvia,8,122,547
Latvia,9,121,579
Latvia,10,85,566
Latvia,11,75,616
Latvia,12,64,603
Latvia,13,68,541
Latvia,14,36,564
Latvia,15,36,532
Latvia,16,28,533
Latvia,17,24,535
Latvia,18,29,495
Latvia,19,9,520
Latvia,20,15,519
Latvia,21,10,516
Latvia,22,5,524
Latvia,23,9,515
Latvia,24,7,498
Latvia,25,11,538
Italy,1,0,13483
Italy,2,0,13974
Italy,3,0,14049
Italy,4,0,13989
Italy,5,0,13900
Italy,6,0,13537
Italy,7,0,13641
Italy,8,3,13254
Italy,9,31,13665
Italy,10,332,14374
Italy,11,1443,16791
Italy,12,3667,18262
Italy,13,5303,18154
Italy,14,5108,15793
Italy,15,4012,14937
Italy,16,3761,12996
Italy,17,2984,11741
Italy,18,2240,10916
Italy,19,1676,10928
Italy,20,1348,10628
Italy,21,877,10570
Italy,22,630,10352
Italy,23,484,10660
Italy,24,446,10262
Italy,25,289,10834
Italy,26,135,11935
Italy,27,123,12273
Italy,28,93,11391
Italy,29,91,10832
Italy,30,62,11331
Italy,31,47,12677
Italy,32,51,12064
Italy,33,191,12219
Italy,34,41,11873
Italy,35,40,11721
Italy,36,64,11198
Italy,37,69,11558
Italy,38,97,11724
Italy,39,128,11051
Italy,40,151,11866
Italy,41,180,12066
Italy,42,377,12369
Italy,43,795,13752
Italy,44,1488,14171
Italy,45,2568,14767
Italy,46,3835,14812
Italy,47,4594,14190
Italy,48,5081,13806
Italy,49,5174,12821
Italy,50,4442,13040
Italy,51,4279,12794
Italy,52,3126,12577
Italy,53,3407,12931
Italy,1,3423,13408
Italy,2,3422,13499
Italy,3,3284,13925
Italy,4,3055,13328
Italy,5,2757,12900
Italy,6,2304,12020
Italy,7,2141,12824
Italy,8,1981,12462
Italy,9,2086,12665
Italy,10,2360,12899
Italy,11,2797,12762
Italy,12,2991,12991
Italy,13,3097,12832
Italy,14,3224,11995
Italy,15,2673,11973
Italy,16,2311,12265
Italy,17,1939,11822
Italy,18,1656,11157
Italy,19,1323,11105
Italy,20,1069,11119
Italy,21,821,11184
Italy,22,477,11480
Italy,23,479,11395
Italy,24,268,11448
Italy,25,202,12669
Italy,26,177,12242
Italy,27,126,11913
Italy,28,92,11601
Italy,29,82,11917
Italy,30,119,12731
Italy,31,152,12494
Italy,32,212,13540
Italy,33,319,12570
Italy,34,342,11733
Italy,35,422,11599
Italy,36,404,11738
Italy,37,391,11840
Italy,38,387,11246
Italy,39,334,11200
Italy,40,270,11108
Italy,41,240,12275
Italy,42,285,12787
Italy,43,274,12429
Italy,44,291,12452
Italy,45,384,12410
Italy,46,402,12379
Italy,47,497,12254
Italy,48,521,13358
Italy,49,636,13601
Italy,50,810,14162
Italy,51,970,14244
Italy,52,1035,13921
Italy,1,1392,14302
Italy,2,2066,14638
Italy,3,2419,14366
Italy,4,2626,14507
Italy,5,2622,13995
Italy,6,2244,13111
Italy,7,1974,12458
Italy,8,1571,12102
Italy,9,1327,12393
Italy,10,981,12891
Italy,11,917,12886
Italy,12,997,12423
Italy,13,1002,12555
Italy,14,964,12491
Italy,15,939,12282
Italy,16,1001,11715
Italy,17,924,9808
Israel,1,0,1092
Israel,2,0,1010
Israel,3,0,1099
Israel,4,0,1001
Israel,5,0,991
Israel,6,0,944
Israel,7,0,966
Israel,8,0,991
Israel,9,0,906
Israel,10,0,930
Israel,11,0,965
Israel,12,1,891
Israel,13,15,969
Israel,14,40,989
Israel,15,53,827
Israel,16,65,863
Israel,17,30,871
Israel,18,31,800
Israel,19,20,837
Israel,20,20,827
Israel,21,7,954
Israel,22,5,832
Israel,23,13,798
Israel,24,5,780
Israel,25,3,789
Israel,26,18,761
Israel,27,15,765
Israel,28,39,799
Israel,29,56,780
Israel,30,69,748
Israel,31,84,854
Israel,32,77,781
Israel,33,98,846
Israel,34,78,835
Israel,35,88,811
Israel,36,107,790
Israel,37,118,845
Israel,38,148,857
Israel,39,200,826
Israel,40,245,766
Israel,41,266,848
Israel,42,233,847
Israel,43,193,854
Israel,44,140,793
Israel,45,103,804
Israel,46,61,754
Israel,47,69,861
Israel,48,51,879
Israel,49,53,875
Israel,50,82,885
Israel,51,100,907
Israel,52,127,889
Israel,53,190,948
Israel,1,255,956
Israel,2,334,929
Israel,3,414,864
Israel,4,377,920
Israel,5,325,927
Israel,6,267,916
Israel,7,189,900
Israel,8,175,836
Israel,9,139,847
Israel,10,120,922
Israel,11,81,981
Israel,12,93,905
Israel,13,62,860
Israel,14,53,956
Israel,15,39,889
Israel,16,17,859
Israel,17,14,881
Israel,18,11,849
Israel,19,5,903
Israel,20,22,857
Israel,21,7,832
Israel,22,7,791
Israel,23,12,773
Israel,24,0,807
Israel,25,2,865
Israel,26,0,840
Israel,27,10,827
Israel,28,11,739
Israel,29,11,890
Israel,30,17,873
Israel,31,65,882
Israel,32,126,895
Israel,33,162,882
Israel,34,159,887
Israel,35,216,868
Israel,36,178,812
Israel,37,158,875
Israel,38,134,821
Israel,39,146,814
Israel,40,99,862
Israel,41,79,842
Israel,42,50,926
Israel,43,51,833
Israel,44,22,886
Israel,45,21,925
Israel,46,33,826
Israel,47,13,828
Israel,48,15,879
Israel,49,12,956
Israel,50,16,1007
Israel,51,10,996
Israel,52,2,1101
Israel,1,25,1044
Israel,2,49,1163
Israel,3,75,1316
Israel,4,332,1155
Israel,5,455,1108
Israel,6,364,1089
Israel,7,427,859
Israel,8,183,1013
Israel,9,128,973
Israel,10,97,918
Israel,11,52,976
Israel,12,54,961
Israel,13,45,1089
Israel,14,54,1002
Israel,15,46,844
Israel,16,40,880
Israel,17,28,893
Israel,18,44,885
Israel,19,60,800
Israel,20,32,806
Israel,21,7,869
Israel,22,25,811
Israel,23,18,837
Israel,24,22,827
Israel,25,36,778
Israel,26,38,837
Iran,1,0,7868.7
Iran,2,0,7527.1
Iran,3,0,7717.3
Iran,4,0,7509.4
Iran,5,0,7443.1
Iran,6,0,8022.6
Iran,7,0,7343.6
Iran,8,8,8143
Iran,9,46,7849.3
Iran,10,140,8597
Iran,11,530,9335.7
Iran,12,961,9838.7
Iran,13,955,7741.7
Iran,14,963,7124.9
Iran,15,871,9255.3
Iran,16,644,8628.4
Iran,17,592,7788.7
Iran,18,493,7653.1
Iran,19,437,7140.6
Iran,20,348,6963.3
Iran,21,429,7064.6
Iran,22,380,6553.6
Iran,23,484,7347.1
Iran,24,556,8873.4
Iran,25,786,7635
Iran,26,885,8938.3
Iran,27,1063,8414.4
Iran,28,1258,8568.1
Iran,29,1359,8854.9
Iran,30,1512,9000.1
Iran,31,1490,9837.3
Iran,32,1237,9414.7
Iran,33,1212,8337.9
Iran,34,1004,8722.1
Iran,35,819,8550.7
Iran,36,831,7520.4
Iran,37,864,8315.1
Iran,38,1144,7902
Iran,39,1288,8283.6
Iran,40,1368,8713.1
Iran,41,1587,8624.3
Iran,42,1831,9817
Iran,43,2241,9365.9
Iran,44,2682,10393.6
Iran,45,2993,11026.1
Iran,46,3202,12406.4
Iran,47,3309,11102.7
Iran,48,3072,10815
Iran,49,2436,9774.7
Iran,50,1886,9312.1
Iran,51,1429,9224.7
Iran,52,1068,8696.3
Iran,53,847,8469
Iran,1,631,8298
Iran,2,632,7996.3
Iran,3,580,8071.4
Iran,4,576,8357.9
Iran,5,510,7916.1
Iran,6,476,7404.7
Iran,7,538,7990.4
Iran,8,590,7714.3
Iran,9,614,8058.1
Iran,10,543,7954.3
Iran,11,567,8081.3
Iran,12,600,5260.7
Iran,13,763,8991.9
Iran,14,1330,9334.1
Iran,15,2242,8755.9
Iran,16,2842,9311.1
Iran,17,2910,9462.7
Iran,18,2426,8490.4
Iran,19,2026,8774.3
Iran,20,1661,9342.9
Iran,21,1342,8883
Iran,22,1124,8228
Iran,23,1035,8107.4
Iran,24,867,8390.1
Iran,25,880,7745.9
Iran,26,947,7982.7
Iran,27,1067,7641
Iran,28,1302,8286.6
Iran,29,1639,7570.3
Iran,30,2196,9367.9
Iran,31,3019,9988.6
Iran,32,3813,8850.3
Iran,33,4210,10216.4
Iran,34,4444,14053.7
Iran,35,4192,12022.1
Iran,36,3637,11658
Iran,37,2871,10325.3
Iran,38,2178,9794.4
Iran,39,1749,9206.1
Iran,40,1483,8324.7
Iran,41,1483,9720.6
Iran,42,1148,9089
Iran,43,1080,8676.4
Iran,44,996,8709.6
Iran,45,868,8351.1
Iran,46,789,8142.6
Iran,47,673,8340.4
Iran,48,571,8496.7
Iran,49,522,7970.4
Iran,50,361,7901.6
Iran,51,317,8074.7
Iran,52,280,7914.4
Iran,1,198,7878.9
Iran,2,197,8307
Iran,3,155,7803
Iran,4,194,8355
Iran,5,406,8203.9
Iran,6,888,8197
Iran,7,1322,8554.7
Iran,8,1591,9553.3
Iran,9,1317,8838.6
Iran,10,1001,9158.3
Iran,12,411,4980.6
Iran,13,294,11512.3
Iran,14,301,7524.9
Iran,15,213,7679.4
Iran,16,146,7353.6
Iran,17,121,6895
Iran,18,81,6174
Iran,19,47,7933.9
Iran,20,50,7229.7
Iran,21,34,7599.9
Iran,22,23,7689.1
Iran,23,19,7092.3
Iran,24,13,7693.3
Iran,25,22,7340.3
Iran,26,11,7344
Iran,27,43,7161.3
Iran,28,60,7124.9
Iceland,1,0,57
Iceland,2,0,55
Iceland,3,0,52
Iceland,4,0,55
Iceland,5,0,39
Iceland,6,0,47
Iceland,7,0,49
Iceland,8,0,48
Iceland,9,0,43
Iceland,10,0,50
Iceland,11,0,42
Iceland,12,1,38
Iceland,13,1,42
Iceland,14,2,48
Iceland,15,4,46
Iceland,16,1,59
Iceland,17,1,34
Iceland,18,0,44
Iceland,19,0,37
Iceland,20,0,42
Iceland,21,0,50
Iceland,22,0,50
Iceland,23,0,34
Iceland,24,0,40
Iceland,25,0,31
Iceland,26,0,35
Iceland,27,0,35
Iceland,28,0,46
Iceland,29,0,42
Iceland,30,0,35
Iceland,31,0,36
Iceland,32,0,37
Iceland,33,0,43
Iceland,34,0,34
Iceland,35,0,28
Iceland,36,0,55
Iceland,37,0,40
Iceland,38,0,45
Iceland,39,0,37
Iceland,40,0,38
Iceland,41,0,53
Iceland,42,1,46
Iceland,43,0,50
Iceland,44,1,55
Iceland,45,8,42
Iceland,46,5,48
Iceland,47,1,44
Iceland,48,0,35
Iceland,49,1,38
Iceland,50,1,45
Iceland,51,0,43
Iceland,52,0,53
Iceland,53,1,45
Iceland,1,0,45
Iceland,2,0,57
Iceland,3,0,48
Iceland,4,0,42
Iceland,5,0,42
Iceland,6,0,46
Iceland,7,0,55
Iceland,8,0,46
Iceland,9,0,46
Iceland,10,0,40
Iceland,11,0,42
Iceland,12,0,37
Iceland,13,0,52
Iceland,14,0,40
Iceland,15,0,54
Iceland,16,0,45
Iceland,17,0,47
Iceland,18,0,53
Iceland,19,0,41
Iceland,20,0,41
Iceland,21,1,34
Iceland,22,0,38
Iceland,23,0,45
Iceland,24,0,52
Iceland,25,0,44
Iceland,26,0,45
Iceland,27,0,43
Iceland,28,0,47
Iceland,29,0,38
Iceland,30,0,56
Iceland,31,0,46
Iceland,32,0,47
Iceland,33,0,44
Iceland,34,3,42
Iceland,35,0,36
Iceland,36,0,43
Iceland,37,0,43
Iceland,38,0,32
Iceland,39,0,35
Iceland,40,0,42
Iceland,41,0,43
Iceland,42,0,31
Iceland,43,0,39
Iceland,44,1,49
Iceland,45,0,58
Iceland,46,0,41
Iceland,47,1,42
Iceland,48,0,43
Iceland,49,0,46
Iceland,50,1,60
Iceland,51,1,47
Iceland,52,0,55
Iceland,1,2,49
Iceland,2,5,49
Iceland,3,0,64
Iceland,4,2,40
Iceland,5,3,46
Iceland,6,5,44
Iceland,7,4,51
Iceland,8,4,66
Iceland,9,7,71
Iceland,10,11,60
Iceland,11,12,55
Iceland,12,6,52
Iceland,13,4,63
Iceland,14,4,52
Iceland,15,5,44
Iceland,16,4,42
Iceland,17,5,44
Iceland,18,0,50
Iceland,19,1,44
Iceland,20,0,46
Iceland,21,0,45
Iceland,22,0,41
Hungary,1,0,2612
Hungary,2,0,2585
Hungary,3,0,2584
Hungary,4,0,2723
Hungary,5,0,2802
Hungary,6,0,2637
Hungary,7,0,2751
Hungary,8,0,2585
Hungary,9,0,2781
Hungary,10,0,2606
Hungary,11,1,2577
Hungary,12,5,2796
Hungary,13,7,2585
Hungary,14,21,2507
Hungary,15,65,2510
Hungary,16,90,2419
Hungary,17,83,2276
Hungary,18,68,2181
Hungary,19,73,2219
Hungary,20,38,2308
Hungary,21,35,2075
Hungary,22,40,2151
Hungary,23,20,2379
Hungary,24,16,2272
Hungary,25,8,2060
Hungary,26,11,2258
Hungary,27,8,2309
Hungary,28,6,2163
Hungary,29,1,2109
Hungary,30,0,2153
Hungary,31,1,2361
Hungary,32,5,2306
Hungary,33,6,2262
Hungary,34,5,2219
Hungary,35,1,2202
Hungary,36,10,2211
Hungary,37,13,2320
Hungary,38,46,2426
Hungary,39,53,2404
Hungary,40,86,2476
Hungary,41,132,2431
Hungary,42,188,2570
Hungary,43,283,2706
Hungary,44,394,2791
Hungary,45,619,2932
Hungary,46,659,3304
Hungary,47,703,3247
Hungary,48,872,3195
Hungary,49,1196,2973
Hungary,50,1097,2992
Hungary,51,1134,2599
Hungary,52,948,2804
Hungary,53,837,2634
Hungary,1,764,2454
Hungary,2,693,2510
Hungary,3,627,2414
Hungary,4,556,2304
Hungary,5,566,2321
Hungary,6,616,2265
Hungary,7,593,2334
Hungary,8,675,2492
Hungary,9,899,2375
Hungary,10,1079,2729
Hungary,11,1310,2995
Hungary,12,1710,2859
Hungary,13,1743,2792
Hungary,14,1702,2439
Hungary,15,1767,1765
Hungary,16,1441,1810
Hungary,17,1177,1792
Hungary,18,800,1923
Hungary,19,573,1978
Hungary,20,344,2045
Hungary,21,209,2125
Hungary,22,126,2289
Hungary,23,50,2324
Hungary,24,46,2319
Hungary,25,30,2647
Hungary,26,12,2377
Hungary,27,12,2350
Hungary,28,11,2414
Hungary,29,5,2103
Hungary,30,6,2502
Hungary,31,7,2177
Hungary,32,5,2347
Hungary,33,8,2197
Hungary,34,11,2154
Hungary,35,4,2270
Hungary,36,25,2379
Hungary,37,37,2433
Hungary,38,28,2347
Hungary,39,48,2375
Hungary,40,76,2458
Hungary,41,76,2589
Hungary,42,141,2529
Hungary,43,237,2736
Hungary,44,455,2879
Hungary,45,683,2847
Hungary,46,913,2757
Hungary,47,1086,2943
Hungary,48,1256,2898
Hungary,49,1307,2660
Hungary,50,1101,2540
Hungary,51,777,2685
Hungary,52,879,2486
Hungary,1,594,2533
Hungary,2,457,2442
Hungary,3,585,2268
Hungary,4,407,2530
Hungary,5,512,2623
Hungary,6,619,2549
Hungary,7,706,2482
Hungary,8,686,2327
Hungary,9,534,2354
Hungary,10,367,2383
Hungary,11,308,2554
Hungary,12,297,2462
Hungary,13,252,2523
Hungary,14,211,2517
Hungary,15,144,2378
Hungary,16,183,2397
Hungary,17,153,2425
Hungary,18,65,2305
Hungary,19,77,2252
Hungary,20,103,2060
Hungary,21,61,2053
Hungary,22,40,2199
Guatemala,1,0,1757
Guatemala,2,0,1670
Guatemala,3,0,1663
Guatemala,4,0,1607
Guatemala,5,0,1599
Guatemala,6,0,1610
Guatemala,7,0,1586
Guatemala,8,0,1517
Guatemala,9,0,1565
Guatemala,10,0,1581
Guatemala,11,0,1478
Guatemala,12,1,1393
Guatemala,13,0,1329
Guatemala,14,1,1304
Guatemala,15,3,1256
Guatemala,16,2,1312
Guatemala,17,8,1397
Guatemala,18,2,1349
Guatemala,19,9,1366
Guatemala,20,7,1395
Guatemala,21,25,1445
Guatemala,22,50,1492
Guatemala,23,144,1746
Guatemala,24,132,1814
Guatemala,25,147,1966
Guatemala,26,196,2156
Guatemala,27,220,2406
Guatemala,28,272,2689
Guatemala,29,266,2519
Guatemala,30,249,2461
Guatemala,31,261,2315
Guatemala,32,216,2170
Guatemala,33,168,2057
Guatemala,34,215,1913
Guatemala,35,146,1981
Guatemala,36,112,1917
Guatemala,37,105,1852
Guatemala,38,162,1770
Guatemala,39,110,1797
Guatemala,40,64,1748
Guatemala,41,91,1835
Guatemala,42,146,1673
Guatemala,43,114,1673
Guatemala,44,94,1727
Guatemala,45,83,1783
Guatemala,46,111,1709
Guatemala,47,144,1732
Guatemala,48,90,1772
Guatemala,49,84,1681
Guatemala,50,173,1693
Guatemala,51,233,1618
Guatemala,52,112,1786
Guatemala,53,65,1981
Guatemala,1,192,1708
Guatemala,2,229,1699
Guatemala,3,211,1684
Guatemala,4,178,1661
Guatemala,5,241,1531
Guatemala,6,240,1546
Guatemala,7,158,1549
Guatemala,8,111,1637
Guatemala,9,80,1729
Guatemala,10,98,1667
Guatemala,11,132,1662
Guatemala,12,102,1866
Guatemala,13,89,1873
Guatemala,14,125,1935
Guatemala,15,205,2011
Guatemala,16,189,1999
Guatemala,17,148,2035
Guatemala,18,175,1953
Guatemala,19,154,1932
Guatemala,20,113,2018
Guatemala,21,137,1938
Guatemala,22,157,1997
Guatemala,23,161,2042
Guatemala,24,239,1912
Guatemala,25,356,1823
Guatemala,26,411,1941
Guatemala,27,252,2207
Guatemala,28,201,2331
Guatemala,29,186,2485
Guatemala,30,313,2414
Guatemala,31,358,2463
Guatemala,32,384,2587
Guatemala,33,345,2978
Guatemala,34,358,3188
Guatemala,35,407,3269
Guatemala,36,445,3403
Guatemala,37,330,3357
Guatemala,38,335,2867
Guatemala,39,355,2591
Guatemala,40,297,2338
Guatemala,41,303,2097
Guatemala,42,370,1725
Guatemala,43,394,1575
Guatemala,44,343,1575
Guatemala,45,277,1517
Guatemala,46,126,1645
Guatemala,47,88,1612
Guatemala,48,58,1721
Guatemala,49,58,1650
Guatemala,50,28,1741
Guatemala,51,25,1757
Greece,1,0,2751
Greece,2,0,2923
Greece,3,0,2863
Greece,4,0,2774
Greece,5,0,2990
Greece,6,0,2850
Greece,7,0,2782
Greece,8,0,2469
Greece,9,0,2545
Greece,10,0,2645
Greece,11,4,2590
Greece,12,11,2537
Greece,13,23,2416
Greece,14,35,2419
Greece,15,20,2342
Greece,16,23,2245
Greece,17,18,2185
Greece,18,10,2297
Greece,19,7,2121
Greece,20,12,2462
Greece,21,8,2321
Greece,22,4,1957
Greece,23,7,2094
Greece,24,1,2210
Greece,25,7,2347
Greece,26,1,2180
Greece,27,1,2670
Greece,28,1,2303
Greece,29,1,2136
Greece,30,8,2227
Greece,31,6,2708
Greece,32,4,2524
Greece,33,16,2351
Greece,34,14,2347
Greece,35,20,2278
Greece,36,22,2293
Greece,37,21,2253
Greece,38,33,2243
Greece,39,41,2115
